Sl No.,Links,,,,,,,,,,,,,,Category,,,Text Generated 
333,https://www.straitstimes.com/sport/football/jurgen-klopp-hopeful-mohamed-salah-will-agree-new-liverpool-deal,,,,,,,,,,,,,,Sports,,,"Former Liverpool manager Jürgen Klopp, now serving as Red Bull's head of global football, has expressed hope that Mohamed Salah will renew his contract with Liverpool, which is set to expire at the end of the current season. Klopp praised Salah as a ""fantastic player"" and ""the best ambassador your country could have."" He also hopes that Virgil van Dijk and Trent Alexander-Arnold will extend their contracts, which are also due to expire at the end of the season."
334,https://www.straitstimes.com/sport/football/pep-guardiola-laments-man-citys-decision-making-in-brentford-collapse,,,,,,,,,,,,,,Sports,,,"Manchester City manager Pep Guardiola expressed disappointment over his team's decision-making following a 2-2 draw against Brentford. Despite leading 2-0 with two goals from Phil Foden, City conceded late goals to Yoane Wissa and Christian Nørgaard. Guardiola highlighted the team's failure to make appropriate choices in the final third and acknowledged the impact of missing key defenders like Ruben Dias and John Stones.  "
335,https://www.straitstimes.com/sport/football/juve%E2%80%99s-run-of-draws-continues-with-1-1-stalemate-at-atalanta,,,,,,,,,,,,,,Sports,,,"Juventus' sequence of draws persisted as they were held to a 1-1 stalemate against Atalanta in Serie A on January 14, 2025. Pierre Kalulu opened the scoring for Juventus early in the second half, but Atalanta's Mateo Retegui equalized in the 78th minute. This result marked Juventus' 13th draw in 20 league matches, keeping them in fifth place with 34 points, while Atalanta remained third with 43 points.Juventus manager Thiago Motta expressed his frustration, stating, ""We cannot be happy with a draw.""Despite the team's unbeaten run, Motta emphasized the need to convert draws into victories to improve their standing. "
336,https://www.straitstimes.com/sport/football/leverkusen-edge-mainz-1-0-for-seventh-league-win-in-a-row,,,,,,,,,,,,,,Sports,,,"Bayer Leverkusen secured their seventh consecutive Bundesliga victory by defeating Mainz 05 with a 1-0 scoreline at home. The decisive moment came in the 48th minute when Alex Grimaldo expertly curled a free kick over the wall, leaving Mainz goalkeeper Robin Zentner with no chance. This win propels Leverkusen to 38 points, just one point behind league leaders Bayern Munich. Leverkusen manager Xabi Alonso praised his team's patience and intelligent play, emphasizing their control throughout the match. Mainz, who had been in strong form with six wins in their previous seven league games, faced an early setback when forward Jonathan Burkardt was forced off due to injury in the third minute. Despite late efforts to equalize, Mainz couldn't break through, and their coach Bo Henriksen was sent off after receiving two bookings in stoppage time.  "
337,https://www.straitstimes.com/sport/football/west-ham-edge-fulham-in-potters-first-league-game-in-charge,,,,,,,,,,,,,,Sports,,,"West Ham secured a 3-2 win over Fulham in Graham Potter's first match in charge, despite being dominated for much of the game. Fulham missed several chances and made costly errors, including a misplay by goalkeeper Bernd Leno that allowed Lucas Paqueta to score the winner. Alex Iwobi scored twice for Fulham, but West Ham held on for a morale-boosting victory. West Ham moved up to 12th, while Fulham's nine-match unbeaten run ended."
338,https://www.straitstimes.com/sport/formula-one/rowland-earns-formula-e-triumph-for-nissan-in-mexico-city,,,,,,,,,,,,,,Sports,,,"Oliver Rowland secured his first Formula E victory of the season for Nissan in Mexico City, marking the Japanese manufacturer's 20th win. Starting from fourth, Rowland's stellar performance culminated in a triumphant finish. Reflecting on the race, Rowland described it as a challenging yet emotional achievement. Defending champion Pascal Wehrlein, who faced a crash in the season opener in São Paulo, made a comeback by finishing third behind his Porsche teammate António Félix da Costa. The race dynamically changed with five laps remaining when a yellow flag allowed Rowland to overtake Andretti's Jake Dennis, who subsequently finished fourth after contending with the Porsche drivers. The next race is scheduled for February 14 in Jeddah."
339,https://www.straitstimes.com/sport/loh-kean-yew-yeo-jia-min-missing-just-one-piece-of-jigsaw-to-reach-next-level-say-ex-national-champs,,,,,,,,,,,,,,Sports,,,"Singapore's badminton stars, Loh Kean Yew and Yeo Jia Min, are on the cusp of elevating their game to the next level, according to former national champions Wong Shoon Keat and Ronald Susilo. They emphasize the need for top-tier sparring partners and a confidence boost to bridge the gap.Wong Shoon Keat, Singapore's sole male SEA Games gold medalist from 1983, attributes Loh's 2021 World Championship success to training with elite players like Viktor Axelsen in Dubai. He suggests that the Singapore Badminton Association (SBA) should secure high-caliber sparring partners to further enhance Loh's performance. Loh, who once ranked world No. 3, currently stands at No. 13.Ronald Susilo, a former Olympian, believes Yeo Jia Min, who achieved a career-high ranking of No. 12, requires a significant confidence boost to consistently compete at higher levels. He notes that while Yeo can occasionally defeat top players, sustaining performance throughout tournaments remains a challenge.The SBA is actively addressing these needs, as evidenced by the recent appointment of India's Anup Sridhar as the new singles coach. Sridhar, who has coached top players like P.V. Sindhu and Lakshya Sen, was present at the India Open to observe Singapore's top singles players, including Loh and Yeo."
340,https://www.straitstimes.com/sport/golf/rory-mcilroy-calls-liv%E2%80%99s-ceo-swap-%E2%80%98probably-a-good-move%E2%80%99,,,,,,,,,,,,,,Sports,,,"Rory McIlroy has expressed approval of LIV Golf's decision to replace Greg Norman with Scott O'Neil as CEO, describing it as ""probably a good move."" McIlroy, previously a critic of Norman, acknowledged O'Neil's impressive track record in sports management. This leadership change is seen as a strategic step for LIV Golf as it continues to establish its presence in the sports world. ([Reuters](https://www.reuters.com/sports/golf/rory-mcilroy-calls-livs-ceo-swap-probably-good-move-2025-01-17/?utm_source=chatgpt.com)) "
341,https://www.straitstimes.com/sport/singapores-jason-teh-stuns-world-no-9-kodai-naraoka-to-reach-indonesia-masters-q-finals,,,,,,,,,,,,,,Sports,,,"Singaporean badminton player Jason Teh delivered a stunning performance at the Indonesia Masters, defeating world No. 9 Kodai Naraoka of Japan in straight sets, 21-19, 21-16, during the last-16 stage of the tournament. This impressive victory marks one of the biggest achievements in the 24-year-old’s career so far, showcasing his potential to compete at the highest level on the international stage.
Teh’s decisive win against Naraoka, who is a top-tier shuttler, highlights his growing confidence and skillset. His tactical precision and consistency throughout the match earned him a well-deserved place in the quarter-finals. This result not only bolsters his ranking aspirations but also reinforces Singapore's rising presence in international badminton.The victory is a testament to Teh's hard work and determination as he continues to build on his career. It is also an encouraging sign for Singapore’s badminton scene, which has been gaining momentum with other players like Loh Kean Yew making waves globally. Teh’s progression in the Indonesia Masters offers a glimpse of his potential to achieve even greater success in the sport."
342,https://www.straitstimes.com/tech/spore-firms-showcase-cutting-edge-lenses-customisable-tvs-and-other-tech-at-ces-2025-in-las-vegas,,,,,,,,,,,,,,Technology,,,"At CES 2025 in Las Vegas, 11 Singaporean companies showcased innovative technologies, highlighting the nation's commitment to cutting-edge advancements.MetaOptics Technologies introduced metalenses—ultra-thin, flat lenses created by etching microscopic pillars onto glass wafers. These lenses can replace traditional bulky optics, potentially leading to slimmer devices. Their applications were demonstrated through products like a compact pico projector, a wide-angle facial recognition camera, and the world's first single-layered metalens color camera.FantasiaXR, headquartered in Singapore, unveiled the Flowtime Brain Tag, a 6g sleep tracker resembling a slim hearing aid. Utilizing electroencephalogram (EEG) technology, it provides detailed insights into sleep patterns and doubles as a meditation aid by monitoring brainwaves and heart rate.Emage TomO showcased a humanoid robot capable of delicate tasks, exemplified by its ability to play the piano. Equipped with 15 actuators in each hand and six joints per arm, the robot is designed for precision tasks in manufacturing, such as handling individual contact lenses. These innovations underscore Singapore's role in the global technology landscape, emphasizing advancements in optics, wearable health tech, and robotics.
"
343,https://www.straitstimes.com/tech/at-ces-ai-powered-garbage-trucks-reduce-battery-fire-risk,,,,,,,,,,,,,,Technology,,,"At the 2025 Consumer Electronics Show (CES) in Las Vegas, Republic Services unveiled an AI-powered, fully electric garbage truck designed to detect and mitigate the fire risks associated with improperly disposed lithium-ion batteries. Developed in collaboration with industrial company Oshkosh, the truck is equipped with artificial intelligence software that scans for hazardous materials, particularly lithium-ion batteries, which have been linked to fires in recycling facilities. This innovation aims to enhance safety by identifying and isolating potential fire hazards before they reach recycling centers.  "
344,https://www.straitstimes.com/tech/tech-news/openai-rolls-out-assistant-like-feature-tasks-in-chatgpt-to-take-on-alexa-siri,,,,,,,,,,,,,,Technology,,,"OpenAI has introduced a beta feature called ""Tasks"" to ChatGPT, marking its entry into the virtual assistant market alongside Apple's Siri and Amazon's Alexa.This feature allows users to schedule future tasks, including one-time reminders like concert ticket sales and recurring actions such as daily weather updates. ChatGPT may also suggest tasks based on user interactions, which users can choose to accept or decline. The beta rollout of Tasks will begin with Plus, Team, and Pro users globally over the next few days, starting with the web platform."
345,https://www.straitstimes.com/singapore/transport/byd-tops-2024-new-car-sales-in-spore-first-for-a-chinese-ev-brand,,,,,,,,,,,,,,Transport,,,"BYD, a Chinese electric vehicle (EV) brand, topped the sales chart in Singapore for 2024, registering 6,191 units, which is 14.4% of the market share. This is the first time a Chinese EV brand has led the list. Toyota and BMW followed in second and third places. Tesla, another EV brand, rose to fifth, climbing four spots from 2023. BYD's success marks a 337% sales increase from the previous year."
346,https://www.straitstimes.com/singapore/transport/construction-on-new-jet-engine-repair-facility-in-loyang-begins-as-part-of-242m-expansion,,,,,,,,,,,,,,Transport,,,"Singapore Aero Engine Services (SAESL) has commenced construction on a new jet engine repair facility in Loyang, marking a significant expansion of its operations. The new 26,000-square-meter integrated service center is part of a $242 million investment aimed at increasing SAESL's annual maintenance capacity by 40%, enabling the company to service over 400 Rolls-Royce Trent engines annually by 2028, up from approximately 300 today. The facility will feature advanced technologies, including automated storage and tracking systems for engine parts and autonomous robots for component kit delivery. This expansion is expected to create an additional 500 high-value technician and engineering jobs by 2028. SAESL's operations support more than 30 airlines globally, including Singapore Airlines, Emirates, and TAP Air Portugal.In addition to the Loyang facility, SAESL is expanding into a 25,000-square-meter space in Seletar Aerospace Park, with operations set to begin by the end of January 2025. This expansion includes engine disassembly, assembly, and testing, with plans to repair larger engine components starting in 2026 and introduce advanced repair capabilities by 2027. The expansion underscores Singapore's commitment to strengthening its aerospace industry and enhancing its position as a global hub for aircraft maintenance, repair, and overhaul services."
347,https://www.straitstimes.com/singapore/transport/scoot-launches-non-stop-flights-to-vienna-and-iloilo-city,,,,,,,,,,,,,,Transport,,,"Scoot, the low-cost subsidiary of Singapore Airlines, has launched non-stop flights to two new destinations: Vienna, Austria, and Iloilo City, Philippines. The Vienna flights offer more travel options to Europe, while the Iloilo City service strengthens its presence in the Philippines. The airline aims to expand its network and enhance connectivity, catering to leisure and business travelers alike. This marks a significant addition to Scoot's growing global route offerings."
348,https://www.straitstimes.com/singapore/transport/10-areas-in-towns-across-singapore-to-be-made-more-pedestrian-and-cyclist-friendly-by-2026,,,,,,,,,,,,,,Transport,,,"The Singapore government plans to make 10 areas more pedestrian- and cyclist-friendly by 2026. This initiative is part of efforts to improve urban mobility, reduce car dependence, and promote sustainable transportation. The areas will feature enhanced infrastructure, including wider walkways, more cycling paths, and better connectivity. The project aims to make towns more livable and encourage greener modes of transport."
349,https://www.straitstimes.com/singapore/transport/nearly-100-potholes-detected-in-spore-in-first-12-days-of-2025-including-several-in-tanah-merah,,,,,,,,,,,,,,Transport,,,"Nearly 100 potholes were detected in Singapore during the first 12 days of 2025, with several found in Tanah Merah. The Land Transport Authority (LTA) has been actively addressing the issue, with maintenance teams deployed to repair the damaged roads. This is part of ongoing efforts to ensure road safety and smooth traffic flow across the island."
350,https://www.straitstimes.com/singapore/transport/new-bus-service-in-woodlands-starts-operations-latest-under-900m-enhancement-scheme,,,,,,,,,,,,,,Transport,,,"A new bus service has started operations in Woodlands, Singapore, as part of a broader $900 million bus enhancement scheme. This initiative aims to improve connectivity in the area, making it easier for residents to access transportation options. The scheme is part of the government’s ongoing efforts to enhance public transport and support mobility across different regions."
351,https://www.straitstimes.com/singapore/environment/second-monsoon-surge-from-jan-17-to-19-expected-to-be-less-intense-mss,,,,,,,,,,,,,,Environment,,,"The Meteorological Service Singapore (MSS) forecasted a second monsoon surge from January 17 to 19, 2025. While the surge would bring increased rainfall, it is expected to be less intense than the previous one in early January. This surge is part of the typical north-east monsoon season, which often leads to higher rainfall and cooler temperatures."
352,https://www.straitstimes.com/singapore/environment/97-of-plastic-trash-on-singapores-beaches-originate-from-offshore-sources-nea-study,,,,,,,,,,,,,,Environment,,,"A study by the National Environment Agency (NEA) revealed that 97% of the plastic waste found on Singapore's beaches originates from offshore sources. This highlights the significant impact of marine plastic pollution, with much of it likely coming from global shipping routes and other maritime activities. The NEA's findings underscore the need for more effective waste management and international collaboration to address ocean pollution."
353,https://www.straitstimes.com/singapore/environment/warmer-and-wetter-how-does-climate-change-impact-dengue-transmission,,,,,,,,,,,,,,Environment,,,"Warmer and wetter conditions due to climate change are contributing to an increase in dengue transmission. The rise in temperature accelerates mosquito breeding cycles, while heavier rainfall creates more stagnant water for mosquitoes to lay eggs. These factors enhance the chances of the dengue virus spreading, especially in tropical regions like Singapore. Researchers are focusing on adapting public health strategies to curb the increasing risk of dengue outbreaks under these changing climate conditions."
354,https://www.straitstimes.com/singapore/environment/research-wanted-spore-pathogen-hunters-on-watch-for-diseases-that-can-spread-from-animals-to-humans,,,,,,,,,,,,,,Environment,,,"Singapore is seeking research proposals to monitor pathogens that could spread from animals to humans, focusing on diseases like leptospirosis, simian B virus, and mpox. The initiative is part of a broader $15 million biosurveillance program aimed at detecting risks in wildlife populations and improving preparedness against zoonotic outbreaks. This research is crucial as animal-to-human transmission poses increasing health threats globally, particularly with the changing environment."
355,https://www.straitstimes.com/singapore/courts-crime/jail-for-man-who-lured-around-50-women-teens-for-photo-shoots-and-filmed-intimate-videos-of-them,,,,,,,,,,,,,,Courts & Crime,,,"A man was sentenced to jail for luring around 50 women and teenagers for photo shoots, where he filmed intimate videos without their consent. He convinced the victims by offering modeling opportunities, but later recorded inappropriate footage. The court emphasized the severity of his actions, leading to the prison term. "
356,https://www.straitstimes.com/singapore/courts-crime/widow-loses-court-fight-to-remove-eldest-daughter-as-co-owner-of-hdb-flat,,,,,,,,,,,,,,Courts & Crime,,,"A widow lost her court battle to remove her eldest daughter as a co-owner of an HDB flat. The case revolved around the dispute over the daughter’s entitlement to the property. The court ruled that the daughter’s ownership rights were valid, highlighting legal considerations over property and family disputes."
357,https://www.straitstimes.com/world/middle-east/israeli-cabinet-approves-gaza-ceasefire-deal,,,,,,,,,,,,,,International Affairs,,,"The Israeli Cabinet has approved a ceasefire deal in Gaza, set to take effect on January 19. The decision aims to reduce ongoing conflict and establish temporary peace. The ceasefire agreement follows escalating violence and negotiations aimed at easing tensions in the region. The development is significant in the context of the broader Middle Eastern conflict."
358,https://www.straitstimes.com/world/united-states/tiktok-says-it-will-go-dark-on-jan-19-in-us-without-assurance-from-biden,,,,,,,,,,,,,,International Affairs,,,"TikTok has warned it will shut down in the U.S. on January 19 if it does not receive assurances from the Biden administration regarding its future operations. The company, facing national security concerns over its ties to China, has urged the U.S. government to provide clarity. This comes amid ongoing political and regulatory pressure against the platform in the country."
359,https://www.straitstimes.com/world/united-states/trump-mulls-letting-disaster-hit-us-states-fend-for-themselves,,,,,,,,,,,,,,International Affairs,,,"Donald Trump suggested that disaster-hit U.S. states should be left to manage their own recovery efforts without federal intervention. This position, which he proposed while discussing government spending, has drawn criticism from some quarters, especially those concerned with the potential impact on vulnerable populations. Trump’s view underscores his broader stance on reducing federal involvement in state affairs."
360,https://www.reuters.com/business/finance/goldman-sachs-boosts-ceo-pay-39-million-lines-up-five-more-years-helm-2025-01-17/,,,,,,,,,,,,,,Business,,,"Goldman Sachs has increased CEO David Solomon's pay to $39 million and extended his tenure for five more years. The decision follows the company's strategic focus on long-term growth and performance. For further information, you can view the full article on Reuters here."
361,https://www.reuters.com/business/finance/commerzbank-explores-thousands-job-cuts-after-approach-unicredit-ft-reports-2025-01-18/,,,,,,,,,,,,,,Business,,,"Commerzbank is reportedly considering cutting thousands of jobs after discussions with UniCredit, according to Financial Times reports. The potential move aligns with efforts to streamline operations and reduce costs. The job cuts could significantly impact the bank's workforce as part of broader restructuring efforts. For full details, read the complete article on Reuters here."
362,https://www.reuters.com/world/us/last-ditch-push-keep-america-who-trump-heads-office-2025-01-18/,,,,,,,,,,,,,,Business,,,"The article discusses a final effort to keep the United States in the World Health Organization (WHO) under Donald Trump's administration. Despite plans to withdraw, there are ongoing talks and strategies to maintain the country's membership. For more details, you can read the full article on Reuters here."
363,https://www.reuters.com/business/finance/truist-beats-quarterly-profit-estimates-investment-banking-gains-2025-01-17/,,,,,,,,,,,,,,Business,,,"Truist Financial surpassed quarterly profit expectations, driven by strong investment banking performance. Despite a challenging economic environment, the company’s diversified business helped offset weaker revenue in some areas. For more details, read the full report on Reuters here."
364,https://www.reuters.com/business/finance/private-equity-secondary-sales-hit-record-ardian-closes-30-bln-fund-2025-01-17/,,,,,,,,,,,,,,Business,,,"Private equity secondary sales reached a record high, with Ardian closing a $30 billion fund, marking a significant milestone. The rise in secondary market activity reflects increased investor confidence in the private equity sector, which continues to thrive despite market volatility. For more detailed information, visit the full article on Reuters here."
365,https://www.reuters.com/business/energy/biden-administration-releases-lng-export-study-urging-caution-new-permits-2024-12-17/,,,,,,,,,,,,,,Economy,,,"The Biden administration has released a study on LNG exports, urging caution in granting new permits. The study highlights the need to balance energy security, environmental impacts, and economic growth. This guidance comes as the U.S. aims to manage its role as a global energy supplier while addressing domestic and international concerns over emissions and supply disruptions. For more details, you can read the full article on Reuters here."
366,https://www.reuters.com/sustainability/climate-energy/portugal-keen-create-offshore-wind-cluster-could-reach-10-gigawatts-2025-01-17/,,,,,,,,,,,,,,Economy,,,"Portugal is looking to establish a major offshore wind cluster, with the potential to generate up to 10 gigawatts of renewable energy. This initiative is part of the country's efforts to expand its clean energy sector, aiming to harness the power of offshore wind to meet its climate goals. For more details, read the full article on Reuters here."
367,https://www.reuters.com/world/africa/blackouts-hit-wide-swathes-army-controlled-sudan-after-drone-attacks-2025-01-18/,,,,,,,,,,,,,,Economy,,,"Sudan is experiencing widespread blackouts in areas controlled by the army following recent drone attacks. The attacks have disrupted essential infrastructure, intensifying the already difficult situation in the region. These outages come amidst ongoing conflict and instability. For further details, you can read the full article on Reuters here."
368,https://www.reuters.com/sustainability/land-use-biodiversity/can-africa-use-biodiversity-credits-turn-its-rich-carbon-stores-into-hard-cash-2025-01-02/,,,,,,,,,,,,,,Economy,,,"The article explores the potential for Africa to leverage its vast carbon stores by using biodiversity credits to generate revenue. By monetizing ecosystem services, such as carbon sequestration and biodiversity conservation, African countries could tap into new financial opportunities, supporting both climate goals and economic growth. This concept could provide a sustainable model for conservation and development. For more information, you can read the full article on Reuters here."
369,https://www.reuters.com/legal/us-lawmakers-cheer-supreme-court-upholding-tiktok-ban-law-2025-01-17/,,,,,,,,,,,,,,Government,,,"U.S. lawmakers have praised the Supreme Court's decision to uphold a law banning TikTok, which has been a point of contention regarding national security concerns. The ruling supports efforts to prevent the app from being used by foreign entities to collect sensitive data. For more information, you can read the full article on Reuters here."
370,https://www.reuters.com/legal/litigation/us-supreme-court-rejects-appeal-over-patent-validity-postal-service-case-2024-11-18/,,,,,,,,,,,,,,Government,,,"The U.S. Supreme Court has rejected an appeal regarding the validity of a patent in a case involving the U.S. Postal Service. This decision upholds the lower court's ruling on the matter, further solidifying the stance on patent validity in this particular context. For more details, you can read the full article on Reuters here."
371,https://www.reuters.com/world/us/guns-transgender-rights-porn-regulatory-powers-cases-head-us-supreme-court-2024-10-04/,,,,,,,,,,,,,,Government,,,"The U.S. Supreme Court is set to address significant cases involving guns, transgender rights, pornography regulation, and government powers. These cases could have profound impacts on various aspects of law, influencing policy on rights and regulations in these areas. For more details, you can read the full article on Reuters here."
372,https://www.reuters.com/technology/artificial-intelligence/openai-finalizes-o3-mini-reasoning-ai-model-version-launch-it-soon-2025-01-17/,,,,,,,,,,,,,,Technology,,,"OpenAI has finalized the O3 Mini, a new version of its reasoning AI model. The model is set to be launched soon, expanding the capabilities of AI in processing and understanding complex tasks. This development marks a significant step forward in the field of artificial intelligence. For further details, you can read the full article on Reuters here."
373,https://www.reuters.com/technology/microsoft-now-include-copilot-microsoft-365-consumers-2025-01-16/,,,,,,,,,,,,,,Technology,,,"Microsoft has announced that it will now include Copilot features in Microsoft 365 for consumers. This integration is expected to enhance productivity tools by adding advanced AI capabilities, allowing users to leverage AI for a range of tasks within the suite. For more details, you can read the full article on Reuters here."
374,https://www.reuters.com/markets/us/jpmorgan-forecasts-spending-data-centers-could-boost-us-gdp-by-20-basis-points-2025-01-16/,,,,,,,,,,,,,,Technology,,,"JPMorgan forecasts that increased spending on data centers could add 20 basis points to the U.S. GDP. This surge in investment is expected to play a significant role in the economic growth, with data centers becoming an increasingly important component of infrastructure. For more details, you can read the full article on Reuters here."
375,https://www.reuters.com/technology/south-korean-team-develops-iron-man-robot-that-helps-paraplegics-walk-2024-12-23/,,,,,,,,,,,,,,Technology,,,"A South Korean team has developed a robotic exoskeleton, often compared to ""Iron Man,"" designed to help paraplegics walk. This breakthrough"
376,https://www.reuters.com/investigations/buffetts-berkshire-hathaway-operates-dirtiest-set-coal-fired-power-plants-us-2025-01-14/,,,,,,,,,,,,,,Environment,,,"Berkshire Hathaway, led by Warren Buffett, operates some of the dirtiest coal-fired power plants in the U.S. These plants have come under scrutiny due to their high environmental impact. Despite efforts to transition toward cleaner energy, the company remains a significant player in the coal industry, contributing to pollution levels. You can read more about this in the full Reuters investigation here."
377,https://www.reuters.com/sports/basketball/cavaliers-facing-wolves-attempt-shake-mini-slump-2025-01-18/,,,,,,,,,,,,,,Sports,,,"The Cleveland Cavaliers are facing the Minnesota Timberwolves as they aim to break out of a mini slump. The Cavaliers are looking to regain their form after a challenging stretch of games. For further details on the matchup and the team's current situation, you can read the full article on Reuters here."
378,https://www.reuters.com/sports/basketball/thunder-without-shai-gilgeous-alexander-fall-mavs-2025-01-18/,,,,,,,,,,,,,,Sports,,,"The Oklahoma City Thunder, missing their star player Shai Gilgeous-Alexander, lost to the Dallas Mavericks in a recent game. The absence of Gilgeous-Alexander proved challenging for the Thunder, who couldn't keep up with the Mavericks' performance. You can read more about the game and its implications on Reuters here."
379,https://www.reuters.com/sports/basketball/giannis-antetokounmpo-35-points-propels-bucks-past-raptors-2025-01-18/,,,,,,,,,,,,,,Sports,,,"Giannis Antetokounmpo scored 35 points to lead the Milwaukee Bucks past the Toronto Raptors in a recent NBA game. His dominant performance helped the Bucks secure the victory, showcasing his crucial role on the team. For further details on the game, you can read the full article on Reuters here."
380,https://www.reuters.com/sports/golf/rory-mcilroy-calls-livs-ceo-swap-probably-good-move-2025-01-17/,,,,,,,,,,,,,,Sports,,,"Rory McIlroy commented positively on LIV Golf's decision to replace its CEO, describing it as ""probably a good move."" He expressed optimism that the change might lead to improvements for the organization. This comes amid ongoing discussions surrounding LIV Golf and its place within the golf world. You can read more about McIlroy's thoughts and the CEO swap on Reuters here."
381,https://www.reuters.com/sports/cycling/briton-pidcock-skipping-this-years-tour-de-france-2025-01-13/,,,,,,,,,,,,,,Sports,,,"Britain's Tom Pidcock will skip this year's Tour de France to focus on other goals, including the Olympic Games and other races that align better with his strengths. The decision has stirred some interest as Pidcock is regarded as one of cycling's promising talents. For more details on his decision and future plans, you can read the full article on Reuters here."
382,https://www.reuters.com/science/scientist-bottles-smell-bones-help-solve-cold-cases-2025-01-17/,,,,,,,,,,,,,,Science,,,"A scientist has developed a method to capture the unique smell of human bones, which can help solve cold cases in forensic investigations. This groundbreaking approach could offer new leads by using scent patterns to connect remains to missing persons or unsolved crimes. For more details on this fascinating breakthrough, you can read the full article on Reuters here."
383,https://www.reuters.com/technology/space/spacex-launches-seventh-starship-mock-satellite-deployment-test-2025-01-16/,,,,,,,,,,,,,,Science,,,"SpaceX has launched its seventh Starship mock satellite deployment test, marking a significant step in the company's ongoing efforts to refine its technology for future space missions. The test is designed to evaluate the capabilities of the Starship system in simulating satellite deployments, which is crucial for its long-term goals of enabling large-scale space operations. For more details on this test and SpaceX's progress, you can read the full article on Reuters here."
384,https://www.reuters.com/technology/space/space-startup-funding-set-boost-us-china-rivalry-2025-report-says-2025-01-15/,,,,,,,,,,,,,,Science,,,"A report suggests that the increasing funding for space startups is intensifying the competition between the U.S. and China. The rapid expansion of private space ventures is expected to further fuel the rivalry, especially as both countries aim to strengthen their space capabilities. The surge in investments and advancements in space technologies could reshape the global space race. For more on how this funding may impact U.S.-China dynamics, you can read the full article on Reuters here."
385,https://www.reuters.com/science/wild-chimpanzees-adapt-genetically-different-habitats-2025-01-10/,,,,,,,,,,,,,,Science,,,"A study has found that wild chimpanzees are genetically adapting to different habitats. This research suggests that chimpanzees, like humans, may evolve in response to their environmental conditions, displaying genetic differences linked to their habitat types. These findings offer new insights into the role of habitat in shaping the genetic diversity of wild species. You can read more about this study on Reuters here."
386,https://www.reuters.com/technology/space/bezos-blue-origin-calls-off-new-glenn-launch-again-eyes-thursday-2025-01-14/,,,,,,,,,,,,,,Science,,,"Blue Origin, Jeff Bezos' space company, has postponed the launch of its New Glenn rocket once again. Originally scheduled for Sunday, the launch has been rescheduled for Thursday due to technical issues. The delay marks another setback for Blue Origin's ambitions to enter the commercial space race. For more details on the situation, you can read the full report on Reuters here."
387,https://www.reuters.com/lifestyle/ambani-venture-livestream-coldplay-show-ahmedabad-2025-01-17/,,,,,,,,,,,,,,Lifestyle,,,"Reliance Industries' venture is set to livestream Coldplay's concert in Ahmedabad, India, making the performance accessible to a wider audience. This move reflects a growing trend of technological partnerships bringing global entertainment events to local platforms. For more information on the event and its significance, check out the full article on Reuters here."
388,https://www.reuters.com/lifestyle/key-nominees-2025-bafta-film-awards-2025-01-15/,,,,,,,,,,,,,,Lifestyle,,,"The 2025 BAFTA Film Awards nominees highlight strong contenders such as The Fabelmans, The Whale, and Tár, with various categories including Best Film, Best Director, and acting honors. Notable names like Cate Blanchett and Austin Butler are among the top contenders. The awards will showcase excellence in film from across the industry, with a particular focus on performances and direction. For further details, check out the full list of nominees on Reuters here."
389,https://www.reuters.com/world/americas/119-year-old-brazilian-woman-stakes-claim-worlds-oldest-person-2025-01-16/,,,,,,,,,,,,,,Lifestyle,,,"A 119-year-old Brazilian woman, Maria Gomes Valentim, has been recognized as potentially the world's oldest living person. Valentim, who was born in 1905, is celebrated for her longevity, surpassing previous records. The Guinness World Records is yet to verify this claim. For further details, read the full story on Reuters here."
390,https://www.reuters.com/graphics/ISRAEL-PALESTINIANS/MAPS/zjvqnlldgpx/,,,,,,,,,,,,,,Science,,,"The provided link leads to a map detailing the ongoing situation involving Israel and Palestine. For a more in-depth look at the situation and a detailed visual understanding, I recommend checking the map directly via the link here."
391,https://www.reuters.com/graphics/CALIFORNIA-WILDFIRES/AIRCRAFTS/egvbjgkajvq/,,,,,,,,,,,,,,Science,,,"The provided link includes graphics related to aircraft involved in California wildfires. For more details on how aircraft are used in wildfire management, including their types and operational roles, please view the full graphic on Reuters here."
392,https://www.reuters.com/legal/government/oath-keepers-lawyer-gets-1-year-prison-sentence-capitol-riot-case-2025-01-17/,,,,,,,,,,,,,,Politics,,,"A lawyer for the Oath Keepers, a far-right militia group, has been sentenced to one year in prison for his involvement in the Capitol riot on January 6, 2021. He was convicted of obstruction charges related to his actions during the storming of the U.S. Capitol. This case highlights ongoing legal consequences for individuals involved in the insurrection. For further details, you can read the full story here."
393,https://www.reuters.com/business/finance/tennessee-attorney-general-settles-esg-dispute-with-blackrock-2025-01-17/,,,,,,,,,,,,,,Business,,,"Tennessee's Attorney General has reached a settlement with BlackRock over a dispute concerning the asset manager's environmental, social, and governance (ESG) practices. This settlement follows a growing trend of legal and political challenges to ESG strategies. Under the agreement, BlackRock will ensure that its investment decisions are in line with the interests of Tennessee's public pension funds. For further details, you can read the full article here."
